log_id,timestamp,api_name,endpoint,request_method,response_code,response_time_ms,request_size_bytes,response_size_bytes,server_name,environment,error_code,timeout_flag,transaction_id
API000013756,2023-02-09 12:30:30,AuthAPI,/api/auth,GET,404,359,2959,9163,SRV005,PRODUCTION,E105,N,TXN0000001885
API000013757,2024-08-13 17:21:46,TransactionAPI,/api/transactions,GET,200,176,467,6557,SRV001,PRODUCTION,,N,
API000013758,2023-03-04 01:59:53,AuthAPI,/api/auth,POST,500,406,1275,5303,SRV037,PRODUCTION,E111,N,TXN0000003361
API000013759,2023-03-19 18:58:23,KYCAPI,/api/kyc,GET,200,92,4276,6639,SRV019,PRODUCTION,,N,TXN0000016494
API000013760,2023-12-24 04:51:32,LoanAPI,/api/loans,POST,504,189,925,6642,SRV035,PRODUCTION,E109,Y,TXN0000000902
API000013761,2024-05-04 08:05:12,StatementAPI,/api/statements,GET,200,456,2660,8748,SRV002,SIT,,N,
API000013762,2025-06-04 13:16:06,CustomerAPI,/api/customers,POST,409,150,3008,6198,SRV010,PRODUCTION,E100,N,TXN0000018332
API000013763,2023-02-24 03:46:05,AccountAPI,/api/accounts,GET,200,347,3171,2922,SRV034,SIT,,N,TXN0000010528
API000013764,2023-07-05 20:19:30,PaymentAPI,/api/payments,GET,200,126,310,5019,SRV040,PRODUCTION,,N,
API000013765,2024-10-08 05:01:49,KYCAPI,/api/kyc,GET,200,130,326,6038,SRV011,PRODUCTION,,N,
API000013766,2025-05-17 07:26:18,AuthAPI,/api/auth,GET,200,89,2598,5125,SRV019,PRODUCTION,,N,
API000013767,2025-01-13 02:36:10,FraudAPI,/api/fraud,GET,200,83,260,6305,SRV016,SIT,,N,TXN0000018483
API000013768,2025-01-15 01:49:31,NotificationAPI,/api/notifications,POST,400,157,4431,8903,SRV035,PRODUCTION,E106,N,TXN0000019013
API000013769,2025-03-03 01:14:33,FraudAPI,/api/fraud,POST,401,82,4478,8140,SRV024,PRODUCTION,E100,N,
API000013770,2024-05-24 06:34:59,TransactionAPI,/api/transactions,GET,200,101,501,1172,SRV007,PRODUCTION,,N,
API000013771,2025-01-31 12:38:18,StatementAPI,/api/statements,DELETE,200,457,3534,1581,SRV010,PRODUCTION,,N,
API000013772,2026-06-26 02:23:16,NotificationAPI,/api/notifications,GET,200,135,3002,4358,SRV009,UAT,,N,
API000013773,2025-04-15 11:10:57,CustomerAPI,/api/customers,GET,400,31,737,3736,SRV006,PRODUCTION,E103,N,TXN0000010883
API000013774,2025-10-24 10:11:56,LoanAPI,/api/loans,POST,200,352,3086,411,SRV024,PRODUCTION,,N,TXN0000018778
API000013775,2024-08-17 09:55:47,TransactionAPI,/api/transactions,POST,200,681,2568,9632,SRV002,PRODUCTION,,N,
API000013776,2025-10-25 04:38:40,FraudAPI,/api/fraud,GET,200,134,3344,3843,SRV004,PRODUCTION,,N,TXN0000020350
API000013777,2025-06-19 17:24:21,StatementAPI,/api/statements,POST,504,258,1491,7734,SRV008,PRODUCTION,E106,Y,TXN0000011000
API000013778,2023-05-01 00:38:05,TransactionAPI,/api/transactions,POST,401,560,2197,1617,SRV037,PRODUCTION,E104,N,TXN0000016915
API000013779,2023-06-18 21:47:27,PaymentAPI,/api/payments,POST,504,91,4345,5816,SRV035,PRODUCTION,E111,Y,TXN0000005250
API000013780,2023-10-09 20:02:43,StatementAPI,/api/statements,POST,500,446,516,9092,SRV003,PRODUCTION,E104,N,
API000013781,2025-11-24 22:58:49,FraudAPI,/api/fraud,PUT,409,193,4675,5647,SRV011,PRODUCTION,E106,N,
API000013782,2023-02-20 09:53:17,NotificationAPI,/api/notifications,POST,400,22,4153,7498,SRV023,PRODUCTION,E100,N,
API000013783,2025-07-09 09:05:46,FraudAPI,/api/fraud,GET,200,329,3641,2646,SRV033,SIT,,N,TXN0000022523
API000013784,2024-12-07 00:50:51,KYCAPI,/api/kyc,POST,200,114,4870,1760,SRV019,UAT,,N,
API000013785,2023-10-29 20:26:31,KYCAPI,/api/kyc,POST,200,51,4857,973,SRV031,PRODUCTION,,N,
API000013786,2023-09-22 05:10:50,AuthAPI,/api/auth,POST,200,416,4704,685,SRV019,PRODUCTION,,N,
API000013787,2026-03-27 17:27:06,TransactionAPI,/api/transactions,GET,200,617,1416,8790,SRV027,PRODUCTION,,N,
API000013788,2025-02-12 20:42:52,PaymentAPI,/api/payments,POST,400,52,1028,2653,SRV039,PRODUCTION,E105,N,
API000013789,2023-10-15 21:10:54,TransactionAPI,/api/transactions,PUT,200,95,1611,9549,SRV017,PRODUCTION,,N,TXN0000024720
API000013790,2024-07-27 02:46:55,TransactionAPI,/api/transactions,GET,200,294,3805,7772,SRV034,PRODUCTION,,N,
API000013791,2023-12-28 20:34:25,AccountAPI,/api/accounts,POST,400,263,2990,9269,SRV006,PRODUCTION,E103,N,TXN0000009012
API000013792,2024-12-13 02:01:46,AuthAPI,/api/auth,GET,200,217,2749,8543,SRV004,SIT,,N,TXN0000022579
API000013793,2025-11-30 20:26:44,NotificationAPI,/api/notifications,POST,401,289,4629,3810,SRV022,PRODUCTION,E110,N,
API000013794,2025-04-01 10:48:21,NotificationAPI,/api/notifications,POST,200,151,4341,8628,SRV010,PRODUCTION,,N,TXN0000012153
API000013795,2025-04-30 15:44:24,KYCAPI,/api/kyc,GET,200,139,175,5793,SRV018,PRODUCTION,,N,TXN0000024272
API000013796,2026-05-12 19:35:03,StatementAPI,/api/statements,POST,200,153,3025,2133,SRV039,SIT,,N,
API000013797,2023-11-30 01:59:23,PaymentAPI,/api/payments,POST,200,254,3498,6714,SRV001,SIT,,N,
API000013798,2025-08-02 04:23:10,FraudAPI,/api/fraud,GET,201,32,3221,3639,SRV036,UAT,,N,TXN0000018497
API000013799,2026-04-11 14:42:21,FraudAPI,/api/fraud,POST,200,294,4456,9704,SRV032,PRODUCTION,,N,
API000013800,2025-01-06 14:16:01,NotificationAPI,/api/notifications,GET,200,91,1949,3127,SRV019,PRODUCTION,,N,
API000013801,2024-01-22 15:56:57,FraudAPI,/api/fraud,DELETE,200,42,2014,9920,SRV005,PRODUCTION,,N,TXN0000018732
API000013802,2025-01-16 05:54:32,AccountAPI,/api/accounts,POST,201,237,933,7785,SRV022,PRODUCTION,,N,TXN0000024909
API000013803,2023-06-21 01:00:27,AccountAPI,/api/accounts,GET,200,239,3251,5591,SRV011,PRODUCTION,,N,TXN0000024581
API000013804,2025-04-18 18:46:58,StatementAPI,/api/statements,POST,200,371,2125,3892,SRV014,UAT,,N,
API000013805,2023-05-14 18:04:23,CustomerAPI,/api/customers,POST,200,69,1364,208,SRV019,PRODUCTION,,N,TXN0000012416
API000013806,2023-11-15 06:44:05,PaymentAPI,/api/payments,GET,200,56,900,9026,SRV031,PRODUCTION,,N,TXN0000008019
API000013807,2025-05-28 07:12:12,CustomerAPI,/api/customers,GET,200,497,4001,8672,SRV029,PRODUCTION,,N,TXN0000003775
API000013808,2024-05-24 08:04:37,FraudAPI,/api/fraud,GET,429,524,4652,1197,SRV025,PRODUCTION,E105,N,
API000013809,2025-12-03 21:58:58,StatementAPI,/api/statements,POST,502,133,1986,293,SRV032,UAT,E111,N,TXN0000000542
API000013810,2024-08-12 03:32:01,LoanAPI,/api/loans,GET,500,135,4328,5535,SRV007,UAT,E105,N,TXN0000010499
API000013811,2025-04-13 09:23:39,TransactionAPI,/api/transactions,POST,504,140,3502,5240,SRV011,PRODUCTION,E107,Y,
API000013812,2025-09-26 20:11:56,FraudAPI,/api/fraud,POST,200,863,2933,2747,SRV009,UAT,,N,TXN0000002597
API000013813,2024-10-09 22:15:16,FraudAPI,/api/fraud,GET,400,135,4849,5959,SRV039,PRODUCTION,E104,N,
API000013814,2023-08-29 03:19:59,NotificationAPI,/api/notifications,POST,504,94,596,4905,SRV024,PRODUCTION,E108,Y,TXN0000013570
API000013815,2026-05-19 21:32:24,TransactionAPI,/api/transactions,POST,200,94,1554,5789,SRV010,PRODUCTION,,N,TXN0000001216
API000013816,2025-06-17 05:07:02,AuthAPI,/api/auth,PUT,200,346,4648,5087,SRV033,PRODUCTION,,N,TXN0000020119
API000013817,2024-03-13 01:29:11,PaymentAPI,/api/payments,GET,200,304,4454,7841,SRV026,PRODUCTION,,N,TXN0000014806
API000013818,2025-07-02 22:22:59,StatementAPI,/api/statements,GET,200,580,4179,2079,SRV007,PRODUCTION,,N,
API000013819,2024-03-29 07:23:12,KYCAPI,/api/kyc,POST,200,59,3492,9740,SRV027,PRODUCTION,,N,
API000013820,2024-03-16 08:12:50,NotificationAPI,/api/notifications,GET,200,685,4120,2882,SRV014,PRODUCTION,,N,TXN0000019497
API000013821,2024-03-19 12:16:46,KYCAPI,/api/kyc,GET,201,160,4506,7205,SRV035,PRODUCTION,,N,TXN0000017097
API000013822,2024-10-15 19:55:57,TransactionAPI,/api/transactions,GET,200,187,3898,9849,SRV012,SIT,,N,
API000013823,2026-04-02 15:23:55,TransactionAPI,/api/transactions,DELETE,404,365,4384,5087,SRV023,PRODUCTION,E109,N,
API000013824,2025-01-03 22:10:23,NotificationAPI,/api/notifications,GET,200,243,2764,6123,SRV031,PRODUCTION,,N,
API000013825,2023-05-05 08:04:20,KYCAPI,/api/kyc,PUT,200,44,3678,4218,SRV038,PRODUCTION,,N,TXN0000019514
API000013826,2023-08-03 20:56:40,KYCAPI,/api/kyc,DELETE,200,297,2904,9823,SRV001,UAT,,N,
API000013827,2023-10-01 11:17:56,StatementAPI,/api/statements,POST,200,135,2317,6320,SRV027,PRODUCTION,,N,TXN0000002983
API000013828,2024-04-26 04:48:34,LoanAPI,/api/loans,GET,200,974,1585,7476,SRV009,PRODUCTION,,N,TXN0000004693
API000013829,2023-03-02 01:11:23,KYCAPI,/api/kyc,POST,200,222,502,729,SRV005,PRODUCTION,,N,TXN0000008506
API000013830,2025-09-02 10:31:48,NotificationAPI,/api/notifications,GET,200,144,684,7757,SRV030,PRODUCTION,,N,TXN0000004905
API000013831,2025-11-14 21:09:03,PaymentAPI,/api/payments,GET,200,108,2178,4823,SRV021,PRODUCTION,,N,
API000013832,2024-10-21 06:33:15,NotificationAPI,/api/notifications,GET,429,74,3405,4993,SRV028,PRODUCTION,E111,N,TXN0000001242
API000013833,2024-08-13 19:36:30,TransactionAPI,/api/transactions,GET,500,758,3959,8652,SRV034,UAT,E104,N,
API000013834,2025-06-24 10:44:04,StatementAPI,/api/statements,POST,200,287,526,6944,SRV009,PRODUCTION,,N,TXN0000008347
API000013835,2024-05-05 10:21:04,NotificationAPI,/api/notifications,POST,200,254,3495,2972,SRV022,PRODUCTION,,N,
API000013836,2023-05-15 12:48:29,TransactionAPI,/api/transactions,GET,200,166,4979,4747,SRV036,PRODUCTION,,N,TXN0000001324
API000013837,2024-11-30 12:31:26,AccountAPI,/api/accounts,POST,400,71,3364,6371,SRV024,PRODUCTION,E110,N,TXN0000012205
API000013838,2025-03-29 06:04:59,TransactionAPI,/api/transactions,PUT,200,203,4538,2938,SRV031,PRODUCTION,,N,TXN0000011508
API000013839,2024-06-16 02:17:40,LoanAPI,/api/loans,DELETE,401,150,300,6038,SRV017,PRODUCTION,E109,N,TXN0000009728
API000013840,2026-02-15 10:56:57,CustomerAPI,/api/customers,POST,200,205,4923,600,SRV039,PRODUCTION,,N,
API000013841,2026-01-30 19:31:56,NotificationAPI,/api/notifications,GET,200,40,1873,5680,SRV037,PRODUCTION,,N,TXN0000005262
API000013842,2025-05-02 07:02:56,PaymentAPI,/api/payments,POST,200,82,688,3969,SRV020,PRODUCTION,,N,
API000013843,2025-02-19 18:07:38,FraudAPI,/api/fraud,POST,500,74,591,5618,SRV029,PRODUCTION,E100,N,TXN0000001548
API000013844,2025-11-11 01:21:59,AuthAPI,/api/auth,POST,502,30,4303,2436,SRV010,PRODUCTION,E106,N,
API000013845,2024-08-21 15:24:41,LoanAPI,/api/loans,DELETE,200,285,2247,7164,SRV010,PRODUCTION,,N,
API000013846,2025-12-13 09:36:32,StatementAPI,/api/statements,GET,200,278,3252,5369,SRV001,PRODUCTION,,N,TXN0000005712
API000013847,2023-07-27 10:08:24,AccountAPI,/api/accounts,GET,201,238,4378,4903,SRV023,PRODUCTION,,N,TXN0000010109
API000013848,2026-05-06 17:07:18,CustomerAPI,/api/customers,GET,200,85,4460,2407,SRV035,PRODUCTION,,N,TXN0000015638
API000013849,2023-07-13 06:29:47,FraudAPI,/api/fraud,PUT,200,116,3979,1138,SRV026,PRODUCTION,,N,TXN0000019773
API000013850,2025-04-05 15:34:56,CustomerAPI,/api/customers,PUT,409,400,1535,6927,SRV032,PRODUCTION,E108,N,TXN0000011408
API000013851,2024-06-26 09:10:00,KYCAPI,/api/kyc,GET,500,167,4840,4112,SRV023,PRODUCTION,E110,N,
API000013852,2025-09-01 17:46:13,AccountAPI,/api/accounts,POST,504,259,464,9636,SRV025,SIT,E110,Y,
API000013853,2026-04-14 05:30:59,NotificationAPI,/api/notifications,POST,429,553,1443,4460,SRV032,PRODUCTION,E104,N,TXN0000013283
API000013854,2025-02-10 22:42:00,FraudAPI,/api/fraud,POST,200,144,995,7323,SRV030,PRODUCTION,,N,TXN0000015687
API000013855,2025-03-31 00:37:13,PaymentAPI,/api/payments,GET,200,92,3038,7344,SRV008,SIT,,N,TXN0000023275
API000013856,2023-08-03 09:11:30,CustomerAPI,/api/customers,POST,200,391,4222,7927,SRV032,PRODUCTION,,N,
API000013857,2023-11-08 20:17:36,TransactionAPI,/api/transactions,PUT,200,30,1326,2204,SRV034,PRODUCTION,,N,TXN0000020510
API000013858,2024-03-05 10:41:09,KYCAPI,/api/kyc,POST,200,712,1770,8057,SRV033,PRODUCTION,,N,
API000013859,2025-08-31 22:21:29,StatementAPI,/api/statements,GET,200,232,2440,8918,SRV008,PRODUCTION,,N,TXN0000006557
API000013860,2026-02-11 19:58:15,AccountAPI,/api/accounts,POST,200,184,4906,7755,SRV005,PRODUCTION,,N,TXN0000018931
API000013861,2023-05-22 22:00:56,TransactionAPI,/api/transactions,GET,200,304,1203,8859,SRV037,PRODUCTION,,N,TXN0000017935
API000013862,2026-05-17 18:07:11,AccountAPI,/api/accounts,GET,200,118,4940,5718,SRV022,PRODUCTION,,N,TXN0000010090
API000013863,2024-11-25 15:33:59,CustomerAPI,/api/customers,DELETE,200,112,3253,3929,SRV010,PRODUCTION,,N,TXN0000019261
API000013864,2024-04-27 07:04:44,KYCAPI,/api/kyc,GET,200,177,1107,5106,SRV004,PRODUCTION,,N,TXN0000013425
API000013865,2025-05-06 14:16:45,NotificationAPI,/api/notifications,POST,200,384,375,8099,SRV017,PRODUCTION,,N,TXN0000014570
API000013866,2023-11-10 01:35:26,AuthAPI,/api/auth,POST,200,133,2197,8276,SRV001,PRODUCTION,,N,TXN0000024294
API000013867,2023-06-05 14:23:50,KYCAPI,/api/kyc,POST,200,289,4384,6706,SRV009,SIT,,N,
API000013868,2026-01-03 10:31:23,LoanAPI,/api/loans,GET,200,128,4758,1326,SRV015,PRODUCTION,,N,TXN0000015012
API000013869,2025-01-15 05:55:37,AccountAPI,/api/accounts,PUT,429,285,1890,5802,SRV036,PRODUCTION,E107,N,
API000013870,2024-02-13 17:56:05,TransactionAPI,/api/transactions,POST,200,27,3275,678,SRV014,PRODUCTION,,N,
API000013871,2024-11-25 23:15:06,NotificationAPI,/api/notifications,POST,200,108,3850,6264,SRV004,PRODUCTION,,N,TXN0000019533
API000013872,2023-04-30 23:36:57,NotificationAPI,/api/notifications,POST,200,224,375,7461,SRV025,PRODUCTION,,N,TXN0000007719
API000013873,2023-12-08 00:13:10,TransactionAPI,/api/transactions,GET,200,360,4397,462,SRV015,PRODUCTION,,N,TXN0000014951
API000013874,2023-09-02 11:56:50,AccountAPI,/api/accounts,PUT,409,79,4611,9480,SRV007,PRODUCTION,E100,N,
API000013875,2025-03-02 10:06:20,AccountAPI,/api/accounts,GET,400,1500,3474,8240,SRV030,PRODUCTION,E110,N,TXN0000012458
API000013876,2025-01-21 06:29:32,KYCAPI,/api/kyc,POST,200,51,3885,1752,SRV016,PRODUCTION,,N,
API000013877,2025-03-21 14:26:04,KYCAPI,/api/kyc,GET,200,48,4547,8042,SRV005,PRODUCTION,,N,TXN0000003363
API000013878,2024-05-13 03:43:09,AccountAPI,/api/accounts,GET,400,834,2295,3839,SRV034,PRODUCTION,E109,N,TXN0000007129
API000013879,2025-03-14 14:02:37,FraudAPI,/api/fraud,GET,200,142,4665,6432,SRV025,PRODUCTION,,N,
API000013880,2024-11-07 10:27:31,LoanAPI,/api/loans,POST,200,475,1944,9136,SRV036,UAT,,N,TXN0000020483
API000013881,2023-12-20 10:42:03,KYCAPI,/api/kyc,GET,504,183,3863,7203,SRV018,PRODUCTION,E110,Y,
API000013882,2026-07-05 15:31:18,PaymentAPI,/api/payments,POST,200,80,4723,6551,SRV001,PRODUCTION,,N,TXN0000011060
API000013883,2024-05-30 23:11:47,FraudAPI,/api/fraud,GET,200,178,4423,757,SRV005,PRODUCTION,,N,TXN0000021588
API000013884,2026-07-23 19:17:13,AuthAPI,/api/auth,GET,200,301,3799,8928,SRV024,PRODUCTION,,N,TXN0000023849
API000013885,2026-06-25 21:05:32,FraudAPI,/api/fraud,PUT,502,911,1162,2533,SRV004,PRODUCTION,E101,N,TXN0000015622
API000013886,2025-09-20 12:17:43,PaymentAPI,/api/payments,GET,503,458,2940,7961,SRV039,PRODUCTION,E105,N,TXN0000018100
API000013887,2025-02-26 13:45:24,AuthAPI,/api/auth,GET,429,96,374,9307,SRV006,PRODUCTION,E110,N,
API000013888,2024-07-11 23:26:51,LoanAPI,/api/loans,PUT,400,89,179,3426,SRV035,PRODUCTION,E105,N,
API000013889,2023-05-15 08:38:11,AuthAPI,/api/auth,PUT,200,116,1924,6473,SRV012,PRODUCTION,,N,
API000013890,2023-11-06 09:26:16,PaymentAPI,/api/payments,GET,201,137,2212,6857,SRV001,SIT,,N,TXN0000011625
API000013891,2024-09-22 23:02:09,AuthAPI,/api/auth,GET,400,305,2075,7171,SRV002,UAT,E101,N,
API000013892,2023-12-01 16:32:38,FraudAPI,/api/fraud,POST,200,98,3168,7224,SRV029,PRODUCTION,,N,TXN0000012911
API000013893,2025-04-17 03:28:05,TransactionAPI,/api/transactions,POST,200,35,4268,6109,SRV020,PRODUCTION,,N,TXN0000013447
API000013894,2026-02-28 08:31:17,AuthAPI,/api/auth,PUT,401,245,2432,3405,SRV037,PRODUCTION,E102,N,TXN0000000894
API000013895,2025-11-29 23:15:38,LoanAPI,/api/loans,GET,200,168,1056,9044,SRV004,PRODUCTION,,N,TXN0000018828
API000013896,2024-01-24 01:04:35,TransactionAPI,/api/transactions,POST,200,151,1661,1152,SRV026,PRODUCTION,,N,
API000013897,2024-11-01 04:47:09,PaymentAPI,/api/payments,GET,200,396,2026,7379,SRV016,PRODUCTION,,N,TXN0000009067
API000013898,2026-06-10 13:37:59,TransactionAPI,/api/transactions,DELETE,200,126,2992,333,SRV005,PRODUCTION,,N,
API000013899,2026-03-15 01:22:40,StatementAPI,/api/statements,POST,503,32,4612,7218,SRV027,PRODUCTION,E101,N,TXN0000011021
API000013900,2024-08-18 06:00:53,LoanAPI,/api/loans,GET,401,117,4240,3610,SRV020,UAT,E110,N,TXN0000004215
API000013901,2023-10-04 04:16:30,AuthAPI,/api/auth,PUT,201,315,1048,4277,SRV025,PRODUCTION,,N,TXN0000007430
API000013902,2023-02-08 18:25:03,StatementAPI,/api/statements,GET,200,197,4575,6034,SRV016,PRODUCTION,,N,
API000013903,2024-08-01 22:37:55,AccountAPI,/api/accounts,POST,401,24,4626,3403,SRV019,PRODUCTION,E102,N,TXN0000018732
API000013904,2025-04-20 12:16:13,CustomerAPI,/api/customers,DELETE,429,111,4327,3139,SRV010,PRODUCTION,E111,N,
API000013905,2024-02-13 23:24:20,KYCAPI,/api/kyc,POST,409,39,2136,9647,SRV035,SIT,E103,N,
API000013906,2025-12-26 10:04:39,AuthAPI,/api/auth,GET,200,248,738,8286,SRV015,SIT,,N,TXN0000020122
API000013907,2024-12-22 18:50:06,AccountAPI,/api/accounts,POST,502,84,3391,3525,SRV036,PRODUCTION,E102,N,TXN0000015510
API000013908,2025-06-30 21:33:46,AuthAPI,/api/auth,GET,200,674,4728,4080,SRV021,SIT,,N,TXN0000021998
API000013909,2025-01-16 05:17:53,KYCAPI,/api/kyc,PUT,200,95,2744,5358,SRV020,PRODUCTION,,N,
API000013910,2023-09-20 12:45:18,LoanAPI,/api/loans,POST,200,467,4418,7818,SRV017,PRODUCTION,,N,TXN0000023198
API000013911,2023-05-09 20:34:47,CustomerAPI,/api/customers,POST,200,95,697,3326,SRV008,PRODUCTION,,N,TXN0000008011
API000013912,2024-12-17 07:35:47,StatementAPI,/api/statements,POST,200,321,961,8273,SRV021,SIT,,N,TXN0000016668
API000013913,2026-01-20 19:26:26,PaymentAPI,/api/payments,GET,201,87,235,8526,SRV010,PRODUCTION,,N,TXN0000004010
API000013914,2024-09-28 04:24:09,AccountAPI,/api/accounts,POST,200,93,1461,4696,SRV011,PRODUCTION,,N,TXN0000009681
API000013915,2025-10-08 04:47:57,PaymentAPI,/api/payments,PUT,200,408,1334,6152,SRV016,PRODUCTION,,N,
API000013916,2025-02-15 16:26:42,NotificationAPI,/api/notifications,GET,500,406,5000,7738,SRV018,PRODUCTION,E109,N,
API000013917,2023-12-06 16:14:34,LoanAPI,/api/loans,PUT,200,243,453,4840,SRV018,UAT,,N,
API000013918,2023-06-03 22:00:00,LoanAPI,/api/loans,GET,200,341,4399,3178,SRV006,PRODUCTION,,N,
API000013919,2023-08-17 21:24:18,LoanAPI,/api/loans,GET,503,149,3988,9860,SRV003,PRODUCTION,E105,N,TXN0000003236
API000013920,2025-02-07 16:41:55,KYCAPI,/api/kyc,POST,200,132,3387,9175,SRV033,PRODUCTION,,N,TXN0000022377
API000013921,2023-03-11 16:53:43,FraudAPI,/api/fraud,GET,200,63,3129,4493,SRV031,PRODUCTION,,N,TXN0000004972
API000013922,2024-04-17 15:52:35,FraudAPI,/api/fraud,POST,200,419,200,1658,SRV015,PRODUCTION,,N,
API000013923,2025-04-07 08:09:55,CustomerAPI,/api/customers,POST,200,776,3590,4244,SRV039,UAT,,N,TXN0000011055
API000013924,2025-07-06 13:13:38,CustomerAPI,/api/customers,GET,401,282,3291,6377,SRV029,PRODUCTION,E106,N,TXN0000010743
API000013925,2025-09-15 03:43:36,TransactionAPI,/api/transactions,GET,200,98,1370,723,SRV031,PRODUCTION,,N,TXN0000010659
API000013926,2024-04-14 02:17:31,CustomerAPI,/api/customers,POST,200,337,3968,2402,SRV038,PRODUCTION,,N,TXN0000018535
API000013927,2025-11-11 15:47:10,AuthAPI,/api/auth,GET,200,346,4990,8697,SRV027,PRODUCTION,,N,TXN0000011973
API000013928,2025-01-23 18:35:42,StatementAPI,/api/statements,GET,200,375,4195,1441,SRV020,UAT,,N,
API000013929,2025-01-26 17:59:14,NotificationAPI,/api/notifications,PUT,200,58,3881,7939,SRV030,PRODUCTION,,N,
API000013930,2025-03-15 13:55:19,PaymentAPI,/api/payments,GET,200,90,440,2599,SRV030,PRODUCTION,,N,
API000013931,2025-03-01 00:46:39,LoanAPI,/api/loans,GET,200,482,2099,8398,SRV037,PRODUCTION,,N,
API000013932,2025-07-17 16:33:03,StatementAPI,/api/statements,POST,200,437,2022,1834,SRV020,PRODUCTION,,N,TXN0000018681
API000013933,2024-10-19 16:34:40,FraudAPI,/api/fraud,DELETE,200,291,3381,7427,SRV031,PRODUCTION,,N,TXN0000023468
API000013934,2024-07-06 19:26:12,LoanAPI,/api/loans,GET,200,129,138,8340,SRV026,PRODUCTION,,N,TXN0000007106
API000013935,2023-06-14 10:33:59,CustomerAPI,/api/customers,POST,200,319,137,8185,SRV001,UAT,,N,
API000013936,2023-11-09 13:37:50,AccountAPI,/api/accounts,POST,200,328,4256,3916,SRV018,PRODUCTION,,N,TXN0000010875
API000013937,2023-10-08 15:53:32,AccountAPI,/api/accounts,GET,200,102,284,4850,SRV007,PRODUCTION,,N,TXN0000010954
API000013938,2023-01-06 01:18:51,TransactionAPI,/api/transactions,GET,201,117,395,730,SRV016,SIT,,N,TXN0000009954
API000013939,2026-05-12 17:06:40,AccountAPI,/api/accounts,GET,409,211,3746,773,SRV025,SIT,E110,N,
API000013940,2024-09-19 19:53:26,LoanAPI,/api/loans,POST,200,355,712,3978,SRV031,UAT,,N,TXN0000015166
API000013941,2024-02-23 21:43:35,PaymentAPI,/api/payments,PUT,200,173,3573,8764,SRV021,PRODUCTION,,N,TXN0000010371
API000013942,2024-05-24 19:04:34,AccountAPI,/api/accounts,POST,200,150,577,8841,SRV030,PRODUCTION,,N,TXN0000011974
API000013943,2025-11-15 12:55:57,NotificationAPI,/api/notifications,PUT,401,650,1302,5219,SRV031,PRODUCTION,E103,N,
API000013944,2025-09-22 06:17:32,FraudAPI,/api/fraud,POST,200,511,3766,5018,SRV009,PRODUCTION,,N,
API000013945,2023-12-16 00:45:59,TransactionAPI,/api/transactions,POST,200,112,614,4066,SRV015,PRODUCTION,,N,TXN0000002385
API000013946,2026-06-02 06:40:32,StatementAPI,/api/statements,PUT,200,775,4723,8970,SRV005,PRODUCTION,,N,TXN0000011961
API000013947,2023-11-16 01:58:13,KYCAPI,/api/kyc,POST,200,779,1552,2045,SRV005,PRODUCTION,,N,TXN0000019538
API000013948,2025-12-09 12:02:29,NotificationAPI,/api/notifications,GET,200,212,4019,285,SRV031,PRODUCTION,,N,
API000013949,2023-06-20 20:56:22,TransactionAPI,/api/transactions,PUT,502,113,967,5197,SRV037,PRODUCTION,E109,N,TXN0000002587
API000013950,2024-04-28 17:12:06,AccountAPI,/api/accounts,GET,200,989,4837,5916,SRV025,PRODUCTION,,N,TXN0000018763
API000013951,2026-04-18 08:51:40,TransactionAPI,/api/transactions,PUT,200,146,818,3311,SRV026,PRODUCTION,,N,
API000013952,2023-07-21 05:00:10,KYCAPI,/api/kyc,POST,201,253,2830,5707,SRV037,PRODUCTION,,N,TXN0000014817
API000013953,2025-01-17 21:45:10,PaymentAPI,/api/payments,GET,200,118,3616,9748,SRV008,SIT,,N,TXN0000024690
API000013954,2024-10-03 02:22:37,StatementAPI,/api/statements,GET,200,108,4364,7633,SRV007,PRODUCTION,,N,TXN0000002073
API000013955,2023-04-27 23:28:33,LoanAPI,/api/loans,DELETE,200,97,1373,579,SRV030,PRODUCTION,,N,
API000013956,2023-04-21 10:13:43,LoanAPI,/api/loans,POST,400,295,923,9061,SRV032,PRODUCTION,E101,N,
API000013957,2023-07-30 21:19:18,PaymentAPI,/api/payments,GET,200,267,3040,1005,SRV013,UAT,,N,TXN0000016639
API000013958,2025-04-15 03:22:24,TransactionAPI,/api/transactions,POST,200,193,3428,2700,SRV025,SIT,,N,
API000013959,2024-07-20 14:55:38,NotificationAPI,/api/notifications,POST,200,77,1073,8820,SRV025,PRODUCTION,,N,TXN0000015874
API000013960,2026-05-23 22:33:33,FraudAPI,/api/fraud,GET,200,154,1933,2491,SRV010,PRODUCTION,,N,TXN0000021809
API000013961,2026-02-28 05:29:22,CustomerAPI,/api/customers,DELETE,200,215,4983,8646,SRV014,PRODUCTION,,N,TXN0000019191
API000013962,2023-08-22 18:40:14,NotificationAPI,/api/notifications,POST,200,104,3288,8864,SRV007,PRODUCTION,,N,TXN0000002419
API000013963,2024-06-05 05:55:33,AuthAPI,/api/auth,POST,200,442,2917,3023,SRV021,PRODUCTION,,N,TXN0000006120
API000013964,2024-05-06 08:43:58,FraudAPI,/api/fraud,GET,200,296,1227,9577,SRV002,PRODUCTION,,N,TXN0000023150
API000013965,2025-10-22 20:40:55,TransactionAPI,/api/transactions,GET,404,500,2100,3115,SRV009,SIT,E109,N,
